name,salary_from,salary_to,salary_currency,area_name,published_at
Инженер-разработчик (Embedded/Yocto/Qt),150000,,RUR,Санкт-Петербург,2022-12-27T17:07:41+0300
Механик,50000,,RUR,Балабаново,2022-12-27T17:08:08+0300
Монтажник слаботочных сетей СКС,65000,,RUR,Санкт-Петербург,2022-12-27T17:28:19+0300
Штамповщик (оператор станков с ЧПУ),33000,,RUR,Санкт-Петербург,2022-12-27T17:57:18+0300
Сервисный инженер,45000,65000,RUR,Москва,2022-12-27T17:02:34+0300
Программист 1C,150000,180000,RUR,Чёрное (Московская область),2022-12-27T17:40:45+0300
Web-программист (PHP программист),,130000,RUR,Севастополь,2022-12-27T17:00:21+0300
Сервисный инженер (флексопечатное оборудование),60000,90000,RUR,Москва,2022-12-27T17:34:39+0300
Middle Node JS разработчик,170000,,RUR,Москва,2022-12-27T17:17:03+0300
Менеджер-консультант компьютерной техники,800,,BYR,Минск,2022-12-27T17:59:25+0300
Инженер-наладчик КИПиА,64000,78000,RUR,Мытищи,2022-12-27T17:34:17+0300
"Senior backend (full-stack) - разработчик (PHP, Bitrix)",250000,,RUR,Москва,2022-12-27T17:11:14+0300
Аналитик по продажам (маркетплейсы),40000,,RUR,Рязань,2022-12-27T17:35:59+0300
Электронщик,80000,,RUR,Санкт-Петербург,2022-12-27T17:03:22+0300
Зуборезчик (зубофрезеровщик),60000,,RUR,Иваново (Ивановская область),2022-12-27T17:00:44+0300
PT(positive technologies) старший инженер,250000,,RUR,Санкт-Петербург,2022-12-27T17:11:15+0300
Программист 1C,120,170,RUR,Екатеринбург,2022-12-27T17:24:46+0300
Администратор баз данных SQL,60000,,RUR,Ростов-на-Дону,2022-12-27T17:10:58+0300
Токарь (ДИП),60000,,RUR,Иваново (Ивановская область),2022-12-27T17:00:44+0300
Lead frontend developer,150000,250000,RUR,Москва,2022-12-27T17:29:14+0300
Руководитель проекта,170000,,RUR,Москва,2022-12-27T17:32:43+0300
Менеджер по продукту Встраиваемая бытовая техника,200000,,RUR,Москва,2022-12-27T17:12:39+0300
Инженер-механик автотранспортного участка,50000,,RUR,Санкт-Петербург,2022-12-27T17:57:10+0300
Senior back-end developer (Node.js),100000,250000,RUR,Санкт-Петербург,2022-12-27T17:10:04+0300
Программист 1С,160000,200000,RUR,Воронеж,2022-12-27T17:48:29+0300
Разработчик ‎Android,250000,380000,RUR,Москва,2022-12-27T17:30:39+0300
Пресейл-менеджер по информационной безопасности,250000,,RUR,Москва,2022-12-27T17:11:15+0300
Техник по эксплуатации КД (Фонтанка 76),,46000,RUR,Санкт-Петербург,2022-12-27T17:37:14+0300
Специалист по подключению интернета,35000,,RUR,Асино,2022-12-27T17:53:47+0300
React Native Developer (middle+),120000,180000,RUR,Москва,2022-12-27T17:07:53+0300
Аналитик бизнес-процессов,130000,150000,RUR,Москва,2022-12-27T17:40:56+0300
Техник отдела технического обеспечения мультимедийных аудиторий,40000,40000,RUR,Москва,2022-12-27T17:04:04+0300
Ведущий механик-водитель,40000,40000,RUR,Ногинск,2022-12-27T17:10:59+0300
Сетевой администратор Cisco,3000,,BYR,Минск,2022-12-27T17:25:59+0300
Инженер-наладчик КИПиА,64000,78000,RUR,Королев,2022-12-27T17:34:11+0300
Фрезеровщик,50000,,RUR,Иваново (Ивановская область),2022-12-27T17:00:45+0300
Pre-sale инженер,100000,140000,RUR,Москва,2022-12-27T17:42:36+0300
Старший программист 1С,100000,,RUR,Санкт-Петербург,2022-12-27T17:11:05+0300
Наладчик производственного оборудования (электромеханик),64000,70000,RUR,Санкт-Петербург,2022-12-27T17:46:51+0300
Руководитель проектов (менеджер по продажам),50000,200000,RUR,Нижний Новгород,2022-12-27T17:09:55+0300
Главный технолог,80000,120000,RUR,Нижний Новгород,2022-12-27T17:23:51+0300
Инженер-программист 1С,150000,200000,RUR,Москва,2022-12-27T17:28:43+0300
Главный специалист по сопровождению информационных систем,35000,,RUR,Тверь,2022-12-27T17:11:11+0300
Программист C/С++,140000,,RUR,Москва,2022-12-27T17:16:28+0300
Токарь,,53000,RUR,Линево (Новосибирская область),2022-12-27T17:15:38+0300
Специалист технической поддержки,,45000,RUR,Москва,2022-12-27T17:11:34+0300
Механик по транспорту,45000,,RUR,Ростов-на-Дону,2022-12-27T17:55:07+0300
Токарь,,53000,RUR,Черепаново,2022-12-27T17:15:38+0300
Пресейл-менеджер по информационной безопасности,250000,,RUR,Санкт-Петербург,2022-12-27T17:11:14+0300
Программист 1C,150000,180000,RUR,Москва,2022-12-27T17:40:45+0300
Механик,50000,,RUR,Обнинск,2022-12-27T17:08:08+0300
IT директор,180000,220000,RUR,Москва,2022-12-27T17:08:13+0300
Специалист службы технической поддержки,70000,70000,RUR,Москва,2022-12-27T17:11:08+0300
Станочник широкого профиля,65000,70000,RUR,Санкт-Петербург,2022-12-27T17:41:59+0300
Заместитель начальника / начальник испытательной лаборатории,100000,,RUR,Санкт-Петербург,2022-12-27T17:33:23+0300
Менеджер IT-проектов,,107000,RUR,Москва,2022-12-27T17:25:32+0300
Инженер-наладчик лифтового оборудования,90000,,RUR,Москва,2022-12-27T17:20:01+0300
Электромеханик,57300,68800,RUR,Линево (Новосибирская область),2022-12-27T17:15:21+0300
.Net Developer (Middle/Senior),2000,4000,USD,Алматы,2022-12-27T17:17:55+0300
Механик,,70000,RUR,Москва,2022-12-27T17:16:24+0300
Техник-механик ремонт вендинговых автоматов,60000,65000,RUR,Домодедово,2022-12-27T17:13:26+0300
Руководитель отдела аналитики,50000,,RUR,Симферополь,2022-12-27T17:22:47+0300
Электромеханик,57300,68800,RUR,Бердск,2022-12-27T17:15:21+0300
Системный администратор,35000,40000,RUR,Тула,2022-12-27T17:01:36+0300
Cервисный механик (Мастер по ремонту техники/специалист сервисной службы),80000,120000,RUR,Санкт-Петербург,2022-12-27T17:22:53+0300
Токарь,,53000,RUR,Искитим,2022-12-27T17:15:38+0300
Техник по эксплуатации (ст.м. Ладожская),,33000,RUR,Санкт-Петербург,2022-12-27T17:37:26+0300
Fullstack PHP-программист,100000,,RUR,Москва,2022-12-27T17:57:39+0300
PHP-разработчик,120000,150000,RUR,Москва,2022-12-27T17:07:03+0300
Middle PHP-developer,150000,230000,RUR,Москва,2022-12-27T17:30:39+0300
Старший дизайнер UX/UI,150000,,RUR,Москва,2022-12-27T17:17:19+0300
Erlang разработчик,110000,200000,RUR,Москва,2022-12-27T17:15:30+0300
Cпециалист по мобилизационной подготовке экономики,50000,70000,RUR,Москва,2022-12-27T17:16:05+0300
Техник,50000,80000,RUR,Москва,2022-12-27T17:23:09+0300
IOS Developer (Middle/Senior),2000,4000,USD,Алматы,2022-12-27T17:25:05+0300
Программист отдела поддержки информационных систем,120000,,RUR,Краснодар,2022-12-27T17:49:22+0300
